Date,Temperature,Precipitation
1836-05-31,11.0784,2.8404
1836-06-01,12.35913,1.3608
1836-06-02,15.01443,1.4688
1836-06-03,16.41385,1.5552
1836-06-04,16.21732,1.188
1836-06-05,16.33234,1.3284
1836-06-06,15.99786,2.7216
1836-06-07,11.41864,4.3416
1836-06-08,11.30484,1.8576
1836-06-09,13.48672,2.268
1836-06-10,12.33237,3.4992
1836-06-11,10.42883,3.672
1836-06-12,9.910278,2.3976
1836-06-13,12.78293,1.7712
1836-06-14,14.34549,1.89
1836-06-15,13.884,2.376
1836-06-16,13.814,2.1924
1836-06-17,14.67902,1.5984
1836-06-18,15.04095,1.3176
1836-06-19,17.14529,0.8316001
1836-06-20,18.7598,1.2744
1836-06-21,16.9043,3.4992
1836-06-22,15.1535,3.3264
1836-06-23,14.56076,3.1104
1836-06-24,14.64044,3.078
1836-06-25,15.34705,2.6244
1836-06-26,16.29651,2.052
1836-06-27,17.24582,1.9116
1836-06-28,17.60913,1.674
1836-06-29,17.88348,2.052
1836-06-30,17.18057,2.538
1836-07-01,16.93817,1.6092
1836-07-02,17.54123,1.1016
1836-07-03,18.12036,1.7172
1836-07-04,18.96591,2.052
1836-07-05,19.69528,1.7172
1836-07-06,19.4548,2.4192
1836-07-07,18.60034,3.3804
1836-07-08,17.754,2.754
1836-07-09,17.80493,2.2572
1836-07-10,18.90836,1.08
1836-07-11,20.60114,0.7992001
1836-07-12,20.57178,1.7712
1836-07-13,18.93143,3.186
1836-07-14,18.15735,2.8188
1836-07-15,17.94354,2.4948
1836-07-16,17.41162,2.2464
1836-07-17,18.07629,1.836
1836-07-18,19.27591,0.7667999
1836-07-19,20.62228,1.2636
1836-07-20,19.30423,3.564
1836-07-21,16.98676,4.644
1836-07-22,16.61133,2.538
1836-07-23,17.27609,2.106
1836-07-24,17.478,2.5164
1836-07-25,16.66965,3.8232
1836-07-26,16.01532,3.8988
1836-07-27,15.35242,4.3092
1836-07-28,14.72937,4.9032
1836-07-29,13.89664,3.2724
1836-07-30,14.05539,2.646
1836-07-31,14.28619,2.8188
1836-08-01,14.80875,2.538
1836-08-02,14.9248,2.7324
1836-08-03,14.50516,3.618
1836-08-04,13.97485,3.7476
1836-08-05,12.97586,3.9528
1836-08-06,12.4993,3.5532
1836-08-07,12.37393,3.4776
1836-08-08,13.28625,1.998
1836-08-09,14.19397,1.8036
1836-08-10,14.99564,1.8792
1836-08-11,15.62909,2.0088
1836-08-12,15.6293,2.6028
1836-08-13,14.36801,1.9872
1836-08-14,15.00943,0.9828
1836-08-15,16.09805,0.8316001
1836-08-16,15.93549,1.2204
1836-08-17,16.24872,0.7452
1836-08-18,17.44714,0.9395999
1836-08-19,16.70041,1.458
1836-08-20,14.78113,1.6848
1836-08-21,12.935,1.2744
1836-08-22,13.10355,0.4104
1836-08-23,14.85425,0.8208001
1836-08-24,15.70224,0.7020001
1836-08-25,16.09384,0.8099999
1836-08-26,15.2637,2.106
1836-08-27,13.05032,5.3352
1836-08-28,9.867462,4.8276
1836-08-29,8.913818,2.1924
1836-08-30,9.977875,1.5984
1836-08-31,11.92395,0.6372
1836-09-01,12.71353,1.9548
1836-09-02,10.36575,3.1212
1836-09-03,10.26077,1.3068
1836-09-04,10.11234,1.9872
1836-09-05,8.742523,1.8252
1836-09-06,9.094818,0.7560001
1836-09-07,10.9902,0.432
1836-09-08,12.10596,0.9936
1836-09-09,11.12689,1.3068
1836-09-10,11.86295,1.0044
1836-09-11,11.99973,1.5228
1836-09-12,9.145538,2.6136
1836-09-13,7.36972,1.7712
1836-09-14,8.16098,1.5336
1836-09-15,9.047943,0.7128
1836-09-16,10.32248,0.8316001
1836-09-17,9.119598,1.6524
1836-09-18,8.426819,1.3932
1836-09-19,8.884979,1.62
1836-09-20,6.884399,3.0132
1836-09-21,2.819031,2.6892
1836-09-22,1.871307,1.3716
1836-09-23,2.290771,1.0908
1836-09-24,3.103424,0.6479999
1836-09-25,4.153717,0.5292
1836-09-26,4.76828,0.702
1836-09-27,4.212708,0.7776001
1836-09-28,3.920197,0.5076001
1836-09-29,4.458832,0.4536
1836-09-30,5.528442,0.6156
1836-10-01,5.531494,1.6308
1836-10-02,2.731903,3.0888
1836-10-03,0.1828003,2.0196
1836-10-04,-0.2806396,1.6848
1836-10-05,-1.67569,1.89
1836-10-06,-2.219208,1.8576
1836-10-07,-0.8266907,0.7992001
1836-10-08,1.82785,2.4732
1836-10-09,0.3364563,3.2292
1836-10-10,-1.923706,3.4128
1836-10-11,-0.7374268,6.717599
1836-10-12,-3.922455,4.8276
1836-10-13,-7.937469,1.998
1836-10-14,-7.805145,2.322
1836-10-15,-7.178925,1.8252
1836-10-16,-5.690704,1.296
1836-10-17,-1.558624,1.8036
1836-10-18,0.07580566,1.998
1836-10-19,-0.03482056,1.6848
1836-10-20,1.217987,1.6632
1836-10-21,-0.04299927,2.6136
1836-10-22,-3.421997,1.3284
1836-10-23,-1.865326,1.782
1836-10-24,-3.117126,1.944
1836-10-25,-2.986572,1.4688
1836-10-26,-0.2526245,0.9612
1836-10-27,0.4842529,1.1448
1836-10-28,0.6583252,1.35
1836-10-29,-0.9738159,2.322
1836-10-30,-3.386108,0.6588001
1836-10-31,-2.200256,1.3932
1836-11-01,-4.026459,1.7388
1836-11-02,-4.658264,2.0304
1836-11-03,-5.085083,2.0952
1836-11-04,-7.135376,1.3392
1836-11-05,-8.324127,1.0368
1836-11-06,-9.398438,1.1448
1836-11-07,-10.7865,0.648
1836-11-08,-10.90054,0.5508001
1836-11-09,-9.62381,0.7884001
1836-11-10,-8.496521,1.2204
1836-11-11,-8.024109,1.0584
1836-11-12,-6.704407,1.782
1836-11-13,-6.030945,2.052
1836-11-14,-7.729218,2.9808
1836-11-15,-11.17706,1.3176
1836-11-16,-9.380432,2.1168
1836-11-17,-8.387085,3.51
1836-11-18,-13.67352,2.3328
1836-11-19,-17.72443,0.8964001
1836-11-20,-17.72023,0.6804
1836-11-21,-15.25653,1.0584
1836-11-22,-12.22437,1.8144
1836-11-23,-9.488342,2.6568
1836-11-24,-7.283478,4.6764
1836-11-25,-10.44232,4.0068
1836-11-26,-19.43745,1.3608
1836-11-27,-21.62527,0.5724
1836-11-28,-19.24338,0.9720001
1836-11-29,-17.67473,0.8856
1836-11-30,-13.99454,1.8684
1836-12-01,-13.56232,2.3976
1836-12-02,-14.50284,2.0196
1836-12-03,-11.14478,2.916
1836-12-04,-8.282654,3.6828
1836-12-05,-9.091309,3.4668
1836-12-06,-14.93253,1.2636
1836-12-07,-16.02826,1.4796
1836-12-08,-16.72748,1.6092
1836-12-09,-19.34196,1.2096
1836-12-10,-21.73312,0.7776
1836-12-11,-20.64603,0.7343999
1836-12-12,-19.88602,0.8316001
1836-12-13,-19.2067,0.5508
1836-12-14,-19.47614,0.4536001
1836-12-15,-18.14996,0.6912
1836-12-16,-16.68765,0.648
1836-12-17,-14.04626,0.9288
1836-12-18,-12.20874,0.9827999
1836-12-19,-10.71304,1.458
1836-12-20,-9.957001,2.0628
1836-12-21,-12.6315,1.3392
1836-12-22,-10.94415,1.4364
1836-12-23,-9.312622,1.5444
1836-12-24,-8.787079,1.3176
1836-12-25,-7.783569,1.6092
1836-12-26,-8.463593,1.1556
1836-12-27,-9.162964,2.6568
1836-12-28,-15.38864,2.3436
1836-12-29,-19.35963,1.5876
1836-12-30,-21.14429,0.972
1836-12-31,-25.88042,0.3888001
1837-01-01,-27.57164,0.2700001
1837-01-02,-25.84714,0.2807999
1837-01-03,-21.744,1.0692
1837-01-04,-15.21524,3.3804
1837-01-05,-12.49298,4.0392
1837-01-06,-11.80408,3.218399
1837-01-07,-22.55241,1.35
1837-01-08,-25.9899,0.8100001
1837-01-09,-27.65187,0.9936
1837-01-10,-29.29399,0.5508
1837-01-11,-29.40312,0.1512001
1837-01-12,-23.77716,0.6588
1837-01-13,-20.42068,1.4472
1837-01-14,-21.12099,1.1124
1837-01-15,-20.81721,1.1124
1837-01-16,-17.80547,1.242
1837-01-17,-15.07449,1.3932
1837-01-18,-13.68661,1.4364
1837-01-19,-11.51495,2.2572
1837-01-20,-11.88358,1.566
1837-01-21,-8.740692,2.322
1837-01-22,-10.00946,2.9808
1837-01-23,-14.41113,2.0628
1837-01-24,-18.71481,1.6092
1837-01-25,-20.71228,1.1016
1837-01-26,-15.17471,1.728
1837-01-27,-10.0976,3.4776
1837-01-28,-7.683533,3.6936
1837-01-29,-8.701111,2.9268
1837-01-30,-10.20184,3.0672
1837-01-31,-13.35474,2.3868
1837-02-01,-11.9021,2.6136
1837-02-02,-17.34697,1.8792
1837-02-03,-19.28564,1.7928
1837-02-04,-23.30719,1.5984
1837-02-05,-27.29283,0.8964001
1837-02-06,-22.76865,0.8747999
1837-02-07,-16.423,1.7388
1837-02-08,-17.02353,1.62
1837-02-09,-16.31219,1.6848
1837-02-10,-15.31052,1.3716
1837-02-11,-12.37238,1.3824
1837-02-12,-14.5737,1.3824
1837-02-13,-14.01538,1.404
1837-02-14,-14.04156,1.3716
1837-02-15,-14.39749,1.8576
1837-02-16,-17.23599,1.3284
1837-02-17,-17.62134,1.566
1837-02-18,-20.93814,1.134
1837-02-19,-22.42433,1.4688
1837-02-20,-27.16571,0.8207999
1837-02-21,-27.02835,0.6048
1837-02-22,-25.47356,0.7452
1837-02-23,-25.16661,0.7344001
1837-02-24,-27.43967,0.5832
1837-02-25,-27.0619,0.5400001
1837-02-26,-25.68015,0.6803999
1837-02-27,-23.48022,1.188
1837-02-28,-23.06279,1.404
1837-03-01,-24.56723,0.7560001
1837-03-02,-22.58891,0.6588
1837-03-03,-17.69576,0.9828002
1837-03-04,-12.32413,2.3004
1837-03-05,-8.076996,3.2076
1837-03-06,-5.998871,3.1752
1837-03-07,-5.382996,2.9376
1837-03-08,-4.623108,3.078
1837-03-09,-5.033325,3.391199
1837-03-10,-7.715698,4.6224
1837-03-11,-8.578156,4.1256
1837-03-12,-10.33057,2.8512
1837-03-13,-14.66306,1.5552
1837-03-14,-15.53339,1.2636
1837-03-15,-13.58121,1.5876
1837-03-16,-8.587341,1.728
1837-03-17,-6.784698,2.3436
1837-03-18,-5.743866,3.0348
1837-03-19,-5.103912,3.952801
1837-03-20,-7.477386,2.2896
1837-03-21,-8.061493,2.3436
1837-03-22,-11.45529,2.5272
1837-03-23,-16.72672,0.8640001
1837-03-24,-15.44992,0.702
1837-03-25,-13.59824,1.134
1837-03-26,-14.28915,1.1232
1837-03-27,-13.59271,1.3176
1837-03-28,-11.62845,1.6092
1837-03-29,-12.10529,1.9008
1837-03-30,-14.16882,2.0844
1837-03-31,-16.51645,1.5228
1837-04-01,-15.59616,0.9612001
1837-04-02,-14.42026,1.1124
1837-04-03,-10.83051,1.8576
1837-04-04,-8.389526,2.1384
1837-04-05,-7.435272,2.4516
1837-04-06,-8.072083,2.9268
1837-04-07,-11.16766,1.4688
1837-04-08,-5.339264,4.7196
1837-04-09,-5.675964,4.644
1837-04-10,-10.38559,2.8944
1837-04-11,-11.68677,3.2508
1837-04-12,-14.07516,2.538
1837-04-13,-12.79129,2.2032
1837-04-14,-8.484283,2.4516
1837-04-15,-4.422272,4.1472
1837-04-16,-4.870911,4.2876
1837-04-17,-10.16882,1.5552
1837-04-18,-7.458801,2.6244
1837-04-19,-10.00134,2.97
1837-04-20,-12.83633,1.3824
1837-04-21,-9.771332,1.4364
1837-04-22,-6.679199,2.5272
1837-04-23,-6.226166,2.0628
1837-04-24,-5.473297,2.4192
1837-04-25,-5.937469,3.4776
1837-04-26,-9.808105,2.0952
1837-04-27,-8.834259,0.9935999
1837-04-28,-6.898926,1.4148
1837-04-29,-5.254639,1.944
1837-04-30,-6.768951,2.5164
1837-05-01,-8.159607,1.7496
1837-05-02,-7.364227,1.3284
1837-05-03,-3.233246,1.8468
1837-05-04,-0.6852722,2.754
1837-05-05,-0.07510376,2.6244
1837-05-06,1.840668,2.8404
1837-05-07,2.904877,5.5296
1837-05-08,-0.2681274,3.7368
1837-05-09,-1.312561,2.0304
1837-05-10,1.306305,2.6244
1837-05-11,2.955566,4.9464
1837-05-12,-0.6400757,4.1256
1837-05-13,-1.928802,1.8468
1837-05-14,1.597107,1.6632
1837-05-15,4.307526,4.1364
1837-05-16,3.896362,4.7844
1837-05-17,3.16684,6.0264
1837-05-18,0.7896423,4.0176
1837-05-19,0.1102295,4.266
1837-05-20,-0.9024048,2.268
1837-05-21,1.94281,1.296
1837-05-22,5.361969,1.7172
1837-05-23,5.097321,2.6244
1837-05-24,4.39801,2.376
1837-05-25,4.22937,3.3264
1837-05-26,3.175781,4.2768
1837-05-27,1.657135,3.0672
1837-05-28,1.571381,3.132
1837-05-29,1.732269,2.4948
1837-05-30,3.819702,1.7928
1837-05-31,6.61969,1.4904
1837-06-01,8.482269,2.1708
1837-06-02,10.28281,2.97
1837-06-03,8.203522,3.2616
1837-06-04,7.166077,3.326401
1837-06-05,7.318451,2.6352
1837-06-06,8.802032,1.5984
1837-06-07,10.86801,1.6632
1837-06-08,12.29645,1.9116
1837-06-09,11.2265,2.4732
1837-06-10,9.863312,2.8728
1837-06-11,9.927429,2.1384
1837-06-12,10.82925,1.6092
1837-06-13,12.62775,1.2204
1837-06-14,13.59924,1.2204
1837-06-15,13.31601,1.7172
1837-06-16,13.1738,1.6956
1837-06-17,13.55164,1.5336
1837-06-18,14.11804,1.5336
1837-06-19,14.98346,1.9764
1837-06-20,14.83624,2.2572
1837-06-21,14.76663,2.0196
1837-06-22,15.68091,1.3068
1837-06-23,17.12048,1.3392
1837-06-24,17.91275,2.6028
1837-06-25,16.67719,2.6568
1837-06-26,14.73312,2.7216
1837-06-27,16.03928,2.052
1837-06-28,16.15033,3.2508
1837-06-29,14.23746,4.1472
1837-06-30,14.61929,2.2788
1837-07-01,15.79163,1.3284
1837-07-02,16.22498,1.836
1837-07-03,15.88855,2.052
1837-07-04,16.12387,2.0196
1837-07-05,15.70847,1.9656
1837-07-06,16.21237,1.8144
1837-07-07,16.52515,2.0412
1837-07-08,16.06805,2.6784
1837-07-09,15.85757,2.6568
1837-07-10,16.30185,2.0412
1837-07-11,16.56906,1.5768
1837-07-12,17.3345,1.188
1837-07-13,17.98825,1.5336
1837-07-14,18.53796,1.0692
1837-07-15,19.71045,1.0692
1837-07-16,20.47028,1.4364
1837-07-17,20.49429,1.7496
1837-07-18,20.55487,1.6848
1837-07-19,20.00674,2.0196
1837-07-20,20.2243,1.836
1837-07-21,18.29599,1.6956
1837-07-22,17.10016,1.0152
1837-07-23,18.85019,0.9288002
1837-07-24,19.95795,1.1016
1837-07-25,19.43665,2.7972
1837-07-26,16.50067,5.918401
1837-07-27,13.28992,5.540401
1837-07-28,12.53064,1.998
1837-07-29,13.23148,1.3824
1837-07-30,14.59814,1.6848
1837-07-31,13.30206,4.1472
1837-08-01,12.67636,3.1104
1837-08-02,12.72403,3.9636
1837-08-03,12.22797,2.9916
1837-08-04,12.35721,2.0952
1837-08-05,13.49344,1.6956
1837-08-06,14.43277,1.7496
1837-08-07,13.43454,2.3112
1837-08-08,12.5899,2.4192
1837-08-09,12.66055,1.7496
1837-08-10,12.42636,1.3176
1837-08-11,13.75754,0.7344001
1837-08-12,15.27133,0.6048
1837-08-13,16.36343,0.3996001
1837-08-14,17.48685,0.4536
1837-08-15,17.36557,1.0368
1837-08-16,16.32318,1.6632
1837-08-17,16.10898,1.35
1837-08-18,15.0769,1.9548
1837-08-19,14.01605,1.9548
1837-08-20,13.25314,1.9332
1837-08-21,12.78418,2.2896
1837-08-22,12.68161,1.8576
1837-08-23,13.08472,1.566
1837-08-24,13.65829,0.9719999
1837-08-25,13.87894,1.6524
1837-08-26,13.42065,1.9764
1837-08-27,13.0394,1.7604
1837-08-28,13.06375,0.8856
1837-08-29,14.72946,0.3672
1837-08-30,14.17715,0.7560002
1837-08-31,14.30365,0.4752
1837-09-01,15.38379,1.1988
1837-09-02,12.90924,2.97
1837-09-03,9.687256,1.9224
1837-09-04,10.26373,1.5876
1837-09-05,8.884399,2.754
1837-09-06,9.711304,1.7928
1837-09-07,11.39633,2.4192
1837-09-08,7.223572,3.942
1837-09-09,4.10199,2.9592
1837-09-10,2.536621,1.7928
1837-09-11,4.337006,1.7496
1837-09-12,7.84256,1.512
1837-09-13,8.096283,1.8036
1837-09-14,6.369385,1.836
1837-09-15,4.774628,1.512
1837-09-16,4.322693,1.1232
1837-09-17,4.98941,0.8856001
1837-09-18,6.709778,0.7127998
1837-09-19,8.42865,1.3284
1837-09-20,7.968018,2.6892
1837-09-21,5.101379,2.862
1837-09-22,3.136292,1.8792
1837-09-23,2.961823,2.0088
1837-09-24,3.255585,1.3176
1837-09-25,5.642395,0.8315999
1837-09-26,7.266266,2.2896
1837-09-27,4.208923,2.5056
1837-09-28,4.631897,1.5552
1837-09-29,6.119507,1.1124
1837-09-30,5.9104,1.0368
1837-10-01,7.841827,0.3240001
1837-10-02,8.598541,0.3672
1837-10-03,9.079529,0.6264
1837-10-04,6.352722,2.106
1837-10-05,2.749268,2.7972
1837-10-06,2.253906,2.0304
1837-10-07,2.336578,2.0196
1837-10-08,0.8734131,3.0348
1837-10-09,-1.591736,2.646
1837-10-10,-4.956635,2.8404
1837-10-11,-7.256836,1.4256
1837-10-12,-6.917175,1.5336
1837-10-13,-4.491974,1.5444
1837-10-14,-2.302216,0.7452
1837-10-15,-1.086304,0.3780001
1837-10-16,-0.2750549,0.2591999
1837-10-17,0.3930664,0.3240001
1837-10-18,1.570435,0.8964
1837-10-19,0.4596558,1.674
1837-10-20,0.3986206,1.3932
1837-10-21,0.1107483,1.8468
1837-10-22,-0.8111267,1.3932
1837-10-23,-0.916626,1.0152
1837-10-24,-0.5878906,0.5508001
1837-10-25,0.1580811,0.54
1837-10-26,0.7998962,2.1492
1837-10-27,0.1917114,2.0952
1837-10-28,0.5646973,1.6632
1837-10-29,-0.2453308,2.1924
1837-10-30,-3.980286,2.3868
1837-10-31,-6.014343,1.4148
1837-11-01,-7.184235,1.4472
1837-11-02,-7.250397,1.6308
1837-11-03,-6.413727,2.1168
1837-11-04,-7.609711,1.404
1837-11-05,-8.900238,0.8964001
1837-11-06,-7.957855,1.6956
1837-11-07,-7.322998,2.376
1837-11-08,-7.703857,2.6028
1837-11-09,-6.81665,2.484
1837-11-10,-4.122406,3.294
1837-11-11,-4.432495,3.5424
1837-11-12,-8.354889,2.1492
1837-11-13,-8.852753,2.1276
1837-11-14,-7.830658,1.836
1837-11-15,-6.579926,2.4948
1837-11-16,-7.027008,1.6848
1837-11-17,-7.025665,0.972
1837-11-18,-6.277863,0.432
1837-11-19,-5.614258,1.7064
1837-11-20,-10.25174,2.6784
1837-11-21,-16.89679,1.1124
1837-11-22,-18.00562,0.6912
1837-11-23,-17.22456,0.7019999
1837-11-24,-17.03403,0.7452
1837-11-25,-17.27573,0.6264
1837-11-26,-16.10815,0.7343999
1837-11-27,-13.20071,1.3608
1837-11-28,-10.77902,1.728
1837-11-29,-11.07657,1.2528
1837-11-30,-14.61646,0.8856001
1837-12-01,-20.71815,0.4536
1837-12-02,-23.66359,0.3563999
1837-12-03,-24.22801,0.4428
1837-12-04,-25.16002,0.4104
1837-12-05,-22.50163,0.702
1837-12-06,-17.07123,1.8036
1837-12-07,-11.02579,1.5444
1837-12-08,-9.006165,1.2096
1837-12-09,-9.302399,1.8792
1837-12-10,-9.99823,1.9656
1837-12-11,-10.24579,1.2636
1837-12-12,-9.14032,0.2052
1837-12-13,-8.597748,1.674
1837-12-14,-10.71884,1.7388
1837-12-15,-12.46045,1.566
1837-12-16,-11.67108,1.7604
1837-12-17,-9.654297,1.728
1837-12-18,-9.840118,2.2788
1837-12-19,-10.06421,2.808
1837-12-20,-6.926056,3.9312
1837-12-21,-5.552307,2.7756
1837-12-22,-5.457336,1.6956
1837-12-23,-4.041107,2.4624
1837-12-24,-4.374603,2.3436
1837-12-25,-6.661346,1.9872
1837-12-26,-11.91736,2.0844
1837-12-27,-15.52936,1.1772
1837-12-28,-16.41815,1.134
1837-12-29,-16.0748,1.9872
1837-12-30,-22.71049,1.2636
1837-12-31,-21.78694,0.6588
1838-01-01,-17.89928,0.9612
1838-01-02,-18.74199,0.5724
1838-01-03,-19.11038,0.54
1838-01-04,-16.03476,0.7884001
1838-01-05,-12.84079,2.2248
1838-01-06,-14.2121,2.5596
1838-01-07,-19.25159,1.7388
1838-01-08,-24.79478,0.8424
1838-01-09,-24.66931,0.4860001
1838-01-10,-16.18423,1.1124
1838-01-11,-19.16551,1.0584
1838-01-12,-22.0641,0.5508
1838-01-13,-23.90102,0.3564
1838-01-14,-25.2608,0.4428
1838-01-15,-27.00352,0.3131999
1838-01-16,-26.22964,0.5075999
1838-01-17,-23.97409,0.8316001
1838-01-18,-26.15791,0.7452
1838-01-19,-27.53954,0.5292
1838-01-20,-22.79845,0.6696
1838-01-21,-18.97813,1.134
1838-01-22,-20.10361,1.08
1838-01-23,-17.47624,1.9116
1838-01-24,-17.72496,1.4688
1838-01-25,-13.97134,2.2248
1838-01-26,-17.09552,1.4472
1838-01-27,-17.34991,1.0152
1838-01-28,-13.90628,1.2852
1838-01-29,-15.18112,1.3716
1838-01-30,-16.46378,0.8856
1838-01-31,-14.24094,1.0692
1838-02-01,-12.20493,1.62
1838-02-02,-13.17917,2.3976
1838-02-03,-15.56,1.5876
1838-02-04,-15.46164,1.0152
1838-02-05,-12.05536,1.5984
1838-02-06,-10.70789,2.9808
1838-02-07,-15.36987,1.2636
1838-02-08,-6.470306,2.9484
1838-02-09,-5.28241,3.294001
1838-02-10,-14.5885,2.5164
1838-02-11,-22.3168,0.5616
1838-02-12,-17.31786,1.3716
1838-02-13,-12.24356,1.5336
1838-02-14,-10.23688,1.4256
1838-02-15,-10.23056,1.2096
1838-02-16,-10.16586,1.2528
1838-02-17,-9.749237,1.3392
1838-02-18,-8.021759,0.8424
1838-02-19,-7.34787,0.8748
1838-02-20,-6.47821,0.8747999
1838-02-21,-6.259583,1.7928
1838-02-22,-11.73981,2.1708
1838-02-23,-10.27441,1.512
1838-02-24,-8.340271,2.3544
1838-02-25,-8.319672,1.134
1838-02-26,-7.788147,2.3544
1838-02-27,-15.10596,1.62
1838-02-28,-11.5813,3.2292
1838-03-01,-9.434753,5.0112
1838-03-02,-14.47293,3.402
1838-03-03,-18.82713,0.4212001
1838-03-04,-8.501221,3.5208
1838-03-05,-3.192627,3.4344
1838-03-06,-7.136108,2.7756
